GEOID20,assignment
26099099194,11
26099099190,11
26099099189,11
26099099185,11
26099099188,11
26099099187,11
26099099186,11
26099099184,11
26099099178,11
26099099181,11
26099099084,12
26099099182,11
26099099183,11
26099099180,11
26099099279,10
26099099170,12
26099099164,12
26099099177,12
26099099171,12
26099099175,12
26099099173,12
26099099168,12
26099099169,12
26099099167,12
26099099166,12
26099099165,12
26099099163,12
26099099083,12
26099099075,12
26099099074,12
26099099073,12
26099099082,12
26099099076,12
26099099085,12
26099099080,12
26099099081,12
26099099077,12
26099099078,12
26099099079,12
26099099072,12
26099099318,13
26099099317,13
26099099307,13
26099099308,13
26099099306,13
26099099286,14
26099099296,14
26099099295,14
26099099316,13
26099099305,13
26099099315,13
26099099314,13
26099099304,13
26099099327,13
26099099292,13
26099099291,14
26099099289,14
26099099290,14
26099099285,14
26099099284,14
26099099282,14
26099099281,14
26099099328,13
26099099303,13
26099099302,13
26099099301,13
26099099313,13
26099099311,13
26099099312,13
26099099324,14
26099099321,14
26099099326,14
26099099283,14
26099099320,14
26099099280,14
26099099319,14
26099099322,14
26099099323,13
26099099007,14
26099099008,14
26099099009,14
26099099011,14
26099099010,14
26099099299,13
26099099300,13
26099099325,13
26125125020,5
26125125023,5
26125125025,5
26125125028,5
26125125027,5
26125125026,5
26125125400,5
26125125398,5
26125125399,5
26125125366,5
26125125365,5
26125125014,6
26125125013,6
26125125015,6
26125125018,5
26125125017,5
26125125016,5
26125125019,6
26125125234,5
26125125235,5
26125125236,5
26125125233,5
26125125246,6
26125125245,6
26125125247,6
26125125248,6
26125125244,6
26125125243,6
26125125237,5
26125125238,5
26125125239,5
26125125240,5
26125125242,5
26125125360,7
26125125127,7
26125125125,7
26125125129,7
26125125122,7
26125125123,7
26125125130,7
26125125124,7
26125125126,7
26125125135,8
26125125137,8
26125125138,8
26125125136,8
26125000006,8
26125125134,8
26125125192,8
26125125191,8
26125125189,8
26125125186,8
26125125190,8
26125125187,8
26125125183,8
26125125182,8
26125125184,8
26125125185,8
26125125359,6
26125125356,6
26125125358,6
26125125357,5
26125125350,6
26125125351,6
26125125349,6
26125125352,6
26125125348,6
26125125345,7
26125125346,7
26125125344,7
26125125343,7
26125125341,7
26125125338,7
26125125340,7
26125125339,7
26125125336,7
26125125337,7
26125125272,7
26125125151,6
26125125152,6
26125125155,6
26125125153,6
26125125154,6
26163163328,12
26163163326,12
26163163407,12
26163163327,12
26163163324,12
26163163325,12
26163163431,12
26163163416,12
26163163415,12
26163163405,12
26163163409,11
26163163413,11
26163163408,11
26163163414,11
26163163444,11
26163163410,11
26163163411,11
26163163412,11
26163163401,11
26163163429,11
26163163430,11
26163163423,11
26163163421,11
26163163422,11
26163163420,11
26163163386,9
26163163384,9
26163163387,11
26163163381,11
26163163403,11
26163163390,11
26163163388,11
26163163391,11
26163163389,11
26163163392,11
26163163402,11
26163163443,11
26163163404,9
26163163395,9
26163163394,9
26163163393,9
26163163396,9
26163163383,9
26163163382,9
26163163380,9
26163163397,9
26163163398,9
26163163440,9
26163163399,10
26163163323,13
26163163322,13
26163163372,13
26163163317,13
26163163316,13
26163163315,13
26163163314,13
26163163318,13
26163163321,13
26163163313,13
26163163320,13
26163163319,13
26163163418,13
26163163417,13
26163163436,13
26163163419,12
26163163425,13
26163163428,13
26163163427,9
26163163424,13
26163163406,9
26163163426,9
26163163330,14
26163163309,14
26163163308,14
26163163442,13
26163163432,13
